10000   100000
 6156    7417      37
 9621     175      49
  602    3919      47
  611    5549       5
 9666    6906      38
 7906    1446      41
 3420    7831      47
 4283    5488      22
 6108    4528      17
 9223    2744      22
 2991     680      42
 9518    7079      48
 3436    3677      18
 8984    7531      21
 2242    7070      32
 3687    7110      47
 7870    3059       4
 9709    9880      23
 4236    9698       5
 6979    7572      14
 7659    4363      36
 1089    7310      29
 4765    6229      46
 8647    5750      33
 5716    5881      18
 9177    2029       9
 8587    2434      48
 4818    9907      17
 4516    8013      25
 2087    2227      10
 6449    2014      40
 3759    4792      50
 6339    3439      38
 2088    5521       4
 4320    9291      50
 6348    8949      17
 8782    8646      46
 5040    2564      32
 9404    6190      50
 7982    7699      17
 9996    2539       3
 1139    7740       1
  930    7678      11
 6450    5083      50
 2092    1135      39
 1041    2901       9
 6038    6548       8
 4954    8782      39
 1143    9481      30
 5194    7399      34
 7732    1051      15
 5471    7503      12
 9500    4066       3
 4583    6967      32
 5717    1955      33
 4969    1263      25
 7869    9623      15
 6650     411       4
 2482    8943       7
 9880    6878      50
  930    2794      43
 4784    8706      26
 8849    8460      48
 5815    2791      50
 4122    9923      34
 1736    9147       2
 1358    5763      22
 8121    4769      40
 7063    8727      41
  292    7476      22
 3085    7770       1
 8142    2147      32
 6601    8347      18
 9391    4046      18
 5666     679      35
 1164    5732       6
 3279    5753      41
 8047    3643       1
 6773    4533      21
  601    4257      35
 8370    3859      26
 6869    4391      10
 5215    2410       4
 9260    9277       4
 6290    8311      45
 2021    1466      12
 4125    2709      25
 4119    1661       3
 8652    2381      49
 9260    2867      24
 3118    7292      24
 3860    1153      45
 6269    3156      13
 5546    1760      29
 3856    6106      40
 1674    2469      31
  734    3643       1
 2394    8096      28
 1126    6946      46
 3992    8921      49
 7635    5144       8
 8787    2441      26
 8295    6605      35
 6406    5984       6
 8863     973       3
 1331    8604       8
 4973    4606      33
 9420    4733      18
 2718    5331      11
 1638    4579      38
 3134    3087      29
 5574    1064      13
 2178    6548       2
 8161    1005      48
 5486    1007       3
 4089    1217      15
 5046    9451      47
 6131    8419      19
 1461    6131      41
 6039    4969       8
 5477    7797      47
 6540    4612      30
 9440     213       3
  444    6812      31
 1451    3464      43
 2667    5330      28
 2117    8526      18
 6887    3046      14
 3018    6986      44
 7986    9995       6
 5782    4642      44
 6745    2421      23
 3309    5774      12
  120    7656       1
 3583    7698      45
 5264    3226      47
 3789    9193      15
 3187    6558      33
  172    3701      20
 6519    5008      39
 1160    2354      24
 9932    5176       7
 2057    4537       2
 9712    3338      10
 7410    8934      32
 6987    2332      16
 6179    8396      30
 2737    9280      20
 2789    7051       6
 4149    7839      30
 6502    6612      48
 1677    7519       9
 2565    1522      40
 2254    8833      47
 1187    6264      10
 9870    3630      21
 4617    2611       7
 3897    5380      38
  947    1336      26
 8786    3815      16
 1749    9164      14
 5619    5672      15
 3492    8463      43
 2325    3311       8
 4940    7871      11
 4921    6191      50
 7531    7850      21
 9263    5687      38
  598    8964      34
  764    5029      32
 9927    5243      19
 5598    8309      20
 4060    9404      38
 3723    3063      30
 1593    8975       6
 4135    2426      47
 8336    5747      20
 4022    3684      50
 9337    1869      12
 4366    7352      11
 5960    7973      24
  620     342      50
 6375    4681      49
 9437    6160      11
 8412    2667      33
 7189    4114      27
 2935    3185      11
 2970    3434      47
 1190    9298      20
 4894    5758       7
 2866    9334      24
 3207    6483      33
 4239    1934       4
  399    1444      29
 9417    4676      15
 9882    5852      28
 3066    7514      19
 2852    7512       5
 8501    1532      25
 4258    1240      16
 9943    5313       9
 2778    1697      26
 4711    5052      34
 2506    8430      23
 7181    7597      23
 9384    1526      39
 6897    2644      23
 4409    3049      38
 2292    2775      41
 9883      42      41
 1547    5851       1
 3243    7228      43
 8294    1812      20
 3076     634      32
  672    2558      37
 8549    7546      19
 1193    5120       2
  593    9408       1
 3367    9250      11
 3408    1241       2
 5610    3841      34
 2838    6383      30
 4649    8055      24
 1634     788      19
 4191    9675      46
 8088    8445      19
 3208     247      18
 8967    1649      10
 8216    7459       2
 9456    1912      20
 9648    9895      27
 2383    5776      37
 6789    1251      26
 7576    1371      26
 3602    4567      11
 2047    4785       1
 8645    3552      40
  293    9863      49
 4103    6766      15
 6014    7035      33
 2260     712      40
 4387    6350      40
 5637    4825      22
 3359     652      10
 7925    8112      37
 9062    6114      39
 8965    2203      37
 8828    4204      33
 5593    5170      27
 2628    4352      29
 9691    5694      44
 6040    6683       3
 7216    6406      39
 7867    6565      27
 2330     651      35
 8443    4691      12
 6997    7129      23
 1200    4563      37
 6370    2289      16
 7073     469       9
 9118    4662      38
 5800    7466      30
 2205    8304      19
 5121    1130      36
 2124    3667       4
 3166    4128      33
  295    3650      25
 4857    8488      21
 3498    2154      23
 3966    7764      42
 4980    2353      16
 2445    6632      34
 7101    3302      35
 8230    7187      40
 8248    5290      12
 2375    2074      35
 6024     948       1
  864    3170      47
 3017    2944       5
 7132    9087       2
 9484    2303      20
 6115    4636      49
 9416    9120      43
 2954    2161      45
 4595     323      25
 6668    6959      22
 3967     409      49
 3488    6857      22
 6432    8162      35
 5518    9315       3
 7820    4434      34
 8807    4532      19
 4279    3427      33
 2791    9421      50
 3113    9997       3
 6424    8821      47
 3184      19      16
   41    3592      32
 4554    8029      20
 3868    1833       1
 8302    2769      20
 9185    3187      40
 8963    9720      48
 8384    8371      26
 4732    9976      19
 9904    6174      33
 6274    9040       6
 6218    5871      40
  598    2542      30
 2430    9292      35
 5198    7912       2
 8385     703       3
 4456    8652      38
 2826     880      50
 9153    5898      35
 5327     380      19
 4366    1286      22
  236    5375      48
 9130    5856      15
 8421     890      12
 2684    6143      41
 9738    3346      41
 8390    6085      25
 5621    1434      32
 1518    7871       9
 1897    9039      12
 9534    6462      38
 1260    6511       5
 3467    6425      40
  708    3288      21
 6851    2581      42
  196    7071      27
 6280    6297      17
 4065    6330       8
 8287    9188      28
 3677    7551      45
 6491    1240      43
 3001    9294      27
 5778    3936      38
 5417    7706       5
 7997    6249      12
 1419    7476      14
 4067    1144       9
  396    3201      40
 5936     878       7
 9838    6424      43
 1078    3866      22
 6723    7194      12
  658    1782      14
 4716    6188      41
  964    1301       8
 4791    3265       6
 5934    1775      27
 5486    6565      43
 6363    8123      41
 2786    7967      28
 3004    1488      17
  197    7851      46
 8330    7215      19
  869    8707      28
 2170    9264      43
 5434     522       9
 7208    3198      49
  124    9940      35
 8246    9782      20
 2565    5559      33
 4052    7526      20
 1903    6921      23
 5469    9391      22
 4175    2519       3
 3439    6713      22
  312    1871      41
 3509    1820      26
 9800     406      33
 9582    8125       7
 1492    8559       4
 5369    1779      18
 8642    4353      22
 8032    3476      26
 6902    7281      44
 3615    5602      18
 5485    2444       8
 3656    4719      19
 4061     553      29
 2186    6511      29
 7096     715      12
 5226    3834       3
 9579    1005      24
 9406    6430      15
 6686    3675      48
 8639    8743      50
 1082    3600      16
 2152    8769      50
 2705    3797       8
 9215    4977      18
 6281    5738       5
 6467    4343       1
 3823    4668      26
  253    3634       6
 3927     631      14
 9021     882      49
 2621    4747      40
 7741     449      21
 7889    9806      25
 9218    9575      29
 4955    1530      45
 5649    6932      28
 6668    7559      44
  301    4117      16
  932      80      20
 8165    9080      49
 2912    6719      19
 9712    1792      41
 9517    5368      33
 5443    1648      22
 3324    7142      39
  255    1621      45
 4166    6214      46
 4634     982      13
 4713    6001      14
  144    7651      47
 3215    8322      11
 1358    1612      24
 6725    8995      37
 8372     618       3
 1865    1458      46
 3486    3604      21
 6051    1399      26
 7032    2214      43
 9385    3329      26
 7035    5375      40
 5356    1937      35
 3320    7763      49
 8666    3299       8
 9283    4704      32
  740    1551       5
  695    1721      20
 2094    8498       7
  659    9440       7
 3987    1367      39
 5713    8006      25
 4001    1141       9
 8115    3841      17
 1414    7899      36
 2469    5032       1
  371    6889      35
 2091     610      26
 6941    7816      20
 6380    7424      15
 4099    4064      23
 2104      88      11
 9596    9499      23
 9789    4265      26
 7687    8702      40
 9070    1804       5
 5958    4188      23
 6567      15      43
 4382     184      36
 8158    5151      26
 2221    4423       7
 2309     386       5
 1807    2060      11
 2423    7735       8
 1124    1525      46
 2927    3079      34
 3466    3454       4
 3480    4198      11
 3663    7033      30
 5165    3160      13
 9588    2019      20
 6325    4975      41
 8384      35       1
 6119    7395       9
 3995    8190      31
 3425    9376       4
 3230    3279      32
 7428    9491      47
  812    8622      26
 3972    2135      40
 5990     156       5
  964    4046      44
 7351    2948      18
 1097    3656       3
 9286    6786      21
 5013    7391      17
 4643     922      42
 4134    7918      23
 9107    4745      50
 1241    5235      12
 1397    7241      35
 1794    8834      26
 4742    3103      41
 4749    5755      43
 1535     878      39
 8925    6346      27
 6199    5239      39
  468    7362      32
 5213    6911      17
 6799    3624      23
 4039     660      16
 9224      37      14
 8678    6730       9
  784     772      50
 1661    2263      49
 4359    3039      35
 9597    5179      11
 6958    1962       9
 3869    9230      27
 3844    5605      41
  856    3220      39
  892    4935      29
 7621    8443       4
 4745    3045      31
 7007    2395      16
 6397    3279      29
 7927    5791      37
 9889    8150      33
 5470    7328      41
 1074    1718      11
  645    2906       6
 5579    4484      11
 4022    7989       3
 3418    3819      25
 5812    6784      19
 9090    7762      27
 1232    3098      23
 9381    4383      50
 6708    6273      40
 8425    4735       9
 7682    7040      35
 8517     201      29
 6505    4253       8
  323    8629      31
 3459    1398      48
 7572    7524       9
 7022    6399      50
 1404    3200      31
 4028    9889      14
 8762    8399      21
 5801    7983      48
 6001    4564      29
 6605     371      48
 5234    2903       2
 2983    2500      27
 6858    4260      35
 3256    5109       8
 6455    3541      31
 2695    1354      34
 7446    2227      11
 5428    7876      24
 6343    1206      25
 6713    3053      27
 9615    1405      34
 8466    6431      19
 2725    1267       1
 4185      26       8
 4078    5807      16
 5431    2990      20
 4009     553      15
 1884    3228      10
 3090    5352      39
 6142    6181      32
 7546    3614      46
  328    2632      13
 7946     984      30
 7972    6193       7
 3778    4658      41
 3119    9578      18
   23    3544       1
 3251    4955       9
 4954    8145      43
 7486    7678      32
 1099     276      23
   82    8840      21
 7417    5869      48
 3610    1975      46
 4619    8618      17
  548    2985      46
 4091    5487      16
 5397    5646      39
 9894    7688      41
 3923    9171      44
 4198     443      32
 3037    1965      32
 5258    3815      16
 3584    3610      32
 2201    7728      43
 1538    5623      12
 7024    2988       9
 2669    6728       2
 6708    3718      50
 5878    2014      45
 6321    7795      18
 4637    1026      17
 8451     691       6
 8412    4125      13
 6139    1167      46
 1761    9180      47
 1101    7741      34
 7828     392       7
 7898    1143      28
 9911    1788      35
 4057    6355      13
 1434    1471      35
 8477    5976      21
 2601    2090      24
  119    5436      35
 9299    7334      24
 3391     769      36
 3782    4875      38
 1276    4354      18
 3063    4189      15
 5769    9901      27
 7240    4637      33
 9567    7657      18
 1657    5480      44
 3444    8067      44
  777    6792      15
 7897    7277      15
 9123    1567       5
 3477    3684      38
 7665      50      13
 3917    6326      28
 8553    3010      46
 2561    1127      37
 4393    7721       6
 2459    3266      12
 9250    8930       7
 2878    6596      35
 4444    1300      31
 4479    6137       3
 4528    8602      29
 7205    4129      45
  214    1776      11
 1341    6663      15
 5413    7468      26
 8678    6281      18
 3960    8537      26
  555    4273      27
 8207    1553       6
  695    4307       2
 9296    4186      30
 9776    4432       8
 1552    8595      12
 4566    1309      28
 8385    6584      20
 4665    2603      32
 9553    1080      11
 3825    8806      20
 5377    5762      27
 9683    3513      33
  220    2094      29
 1004    5203      25
 9598    5517       2
  906    6044       5
 3842    4263      20
 6444    7894       4
 7524    2906      20
 2681    1878      22
 4794    1404      46
 4658    5488      24
 6752     266       9
 1954     692      30
 7470    7246      33
 9865    5350      32
 4127    4372      40
 8372    5425      33
 1278    7495      26
 3155    5468       1
  910    7266      34
 2749    4439      27
 9366    3999      37
   58     131      38
 3655     913      43
 9004    3997      15
 3375    7986      29
 5152    2168       8
 8998    9145      31
 4465    9998       8
 1730    3531      14
 2521    8209      25
 2871    7545      23
 3001    9984      39
  266    4377      48
 4262    2591       2
 2247    7021       7
  766    5578      34
 6262    8859      35
 6259    9768      32
 6141     184      48
  702    1508      30
 8246    1933      50
 4582    5371      20
 5310    1570      21
 7900    1423      36
 1272     279      49
 3202    8862      47
 8412    8948      12
 8179    1679      25
 4714    1579      34
 2574    3208      26
 4506    3709      27
 6228     728      25
 7797    7100       6
 9219    3737      15
 5849    4635      16
 4711     483      39
 3658     744      40
 1689    3619       1
 9619    9104      32
 2826     729      45
 6534    9408      18
 3613    6332      25
 7065    4189       2
  801    7355      50
 1788    4772      18
 2270    3460      19
 9366    1702      31
 9336    8354      40
 4791    3185      28
 5519    9082      46
 1278    7551      23
 3961    6878       8
 8149    6079      21
 1855    9429      35
 6626    8348      37
 6438    9468      26
 8139    5298      48
 2844    1138      13
 6029    5017      50
 1462    8515      40
 5364    4837      10
 8593    4045      38
 4672    3217      48
  452    3101      49
 5151    6489       3
 4619    8017      31
 9916    1814      18
 7405    1328       8
 2422     177       1
  936    3816      31
 5772    5677      44
 6168    8816      10
 9384    9564       2
 8836    1164      25
 5325    4618      26
 3341    1050      27
 1506    7567      47
 2833    4926      14
 3009    5129      19
 3176    1359      40
 5204    1755      25
 4020    7514      48
 9935    8217      16
 1098    3592      49
 2067    5769      35
 3117    3097      11
 7035    5043       3
 8313    3257       8
 3441    8875      40
 1151    6914      50
 2905    2240      27
 6770    3337      30
 1339    6954      49
 4930    9955      33
  698    1791      32
 3795    8951      49
 5189    2155      17
 4797     512       1
 3671    8053      13
 6936    4954       5
 5527    5030       6
 8864     309      12
 5817    5960      32
 2123    1544      20
 3913    8226       1
 2863    3326      48
 5017    7894      44
 1880    3144      35
 6284    3059      31
 1237    6413       4
 6266    7270      39
 2927    1032      16
 5238    7915      31
 6781    9784      49
 1358    9286      22
 1035    9485      34
 8928    3479      49
 8424    5365      17
 7834    5695      47
  598    6048      30
 7868    9689      19
 8899    2504      34
 6813    6886      12
 2948    7084      49
 2233    5757      30
 1717    1991      39
 1547    7439      24
 3263    4255       1
 8958    9303      26
 1357     635       9
 1045    3203       7
 9900    8388      24
 6785    6500      24
  221    6200      36
 5977    2681      35
 4319     520      19
 8109    5745      35
 8716    9897      34
 8018    2473      46
 5004    2881       5
 8206     239      12
 2946    5464       6
 9445    9587       8
 1996    6874      44
 4677    7108      14
 1548    5926      43
 7292    2813      11
 7188    7598      20
 9660    9293      35
 8893    2650       4
 5483    1011       8
  947    6768      15
 6885    2425      10
 3759    1219       6
 7218    6584       2
 9496    7926      30
 8660    3587      27
 6257    7356      18
 1901    6192       7
 4550    3045      19
 5560    4902      11
 8680    7669      45
 7456    7028      43
 8674    8536      28
 1610    5687      36
 9535    3866       5
 9473    9944      50
 3180    3313       9
 9371    3869      17
 8768     437      18
   21    2249      17
 7689    9544      29
 1069    4136       8
 9604    1965      15
 5290    3552      41
 5507    2357      50
 1802    7008      36
 5114     319       9
 8982    9885      38
 5771    7704      11
 8019      73      28
 3914    8001      48
 4402     960      37
 6366    1374       5
 9918    6814       8
 2274     215      49
 5633    3151       7
 5951    5559       8
 2188    7498      23
 9891    8808       4
 9963    8885      24
 4315    8983      45
 1626    3121       8
 3000    1975      11
 6165    6784      27
 2732    3234      44
 5882    1542      19
 7792    1651       1
 5289    6873       4
 4097    7428      41
 2981    3754      33
 1963    8098      46
 1435    2707      12
 9761    1718      38
 6544    7094      37
 6129    8739       3
 7670    9009      34
 9320    4911      17
 2544    6764       8
 9972    7156      47
 3725    3791      43
 1822    4036      23
  880    4947      38
 2597    7484      24
 6042    9372      35
 1132    3777      28
  140     912       9
 5051    3929      30
 8166    1088      50
 1674    7184      43
 5464    3728      16
 5851    3253      40
 7149    4740      13
  985    4013      43
  356    3047      39
  484    4977      33
 7748    9387      14
 1676    1466       4
 2763    2865       6
 6299    3160      23
   26    9777      46
 3278    3767      11
 4369    5929      11
 4734    5323      10
 4132    7314      44
 5460    5346       1
 4846    4509      37
 6312     164      34
 5528     869      11
 5039    6092      25
 4816    9339      23
 4934    8050       1
  862    8962      28
 6185     671      49
 9850    9716      32
 5195    5469      15
 9703    1705      25
 6219    5688      20
 7087    7698      33
 9530    8822      11
 8869    2597       1
 3270    6397      16
 2231    9826      49
 9254    7624      13
 5321    6507      49
 7141    9522      48
 8845    4348      44
  884    4019      48
 4933       2      16
  107    7864       3
 2703    7116      34
 9099    4832       4
 5276    3832      25
 2900      46       8
 9406    8796      11
 5279    7395      33
 9626    1188      24
 3645    1036      20
 9998    7101       4
 4213    6605      36
 1328    5639      44
 2511    6244      46
 6343     119      46
 2740    2576      22
 1536     638      23
 8930    4020      30
 6470     895       9
 7505    6615      36
  957    9570      32
 7562    1105      29
 9552    9099      41
 5795    6146      19
 2265    8644      29
 4840      65      23
 1829    7089      15
 2201    3518       2
 3095    1578      31
 6061    9264       2
 5630    6945       6
 3087     976      13
 8537    2866      26
 4682    2436      27
 3325    4517      23
 9741    2939      40
 6829    6805      31
 6699    2206      10
 8276    2889      10
 7539      40       6
  836    1048      17
 1811    6660      46
 4676    2537      32
 3464    7965      18
 7980    9187       2
 7270    5378      28
 4075    6409      19
 6280    9268      49
 9168     679      47
 5560    5184      23
 6607    5750      11
 9618    1946      46
 2154    7579       6
  118    5397      34
 5656     600      47
 1034    9127      28
 3794    7395      47
 9413    5196      21
   91    3342       3
 5274    9764      22
 7376      77      33
 5673    1224      39
 3251    4182       6
 4999    8167      11
 5598    9263      28
 1077    4690      36
 4823    3738      21
   18    6861      14
 3360    6263      26
 9475    7536      18
 9551    4369      41
 7127    4159      18
 1308    7215      40
 9474    5127      43
 5088    3157      41
 6129    6842      41
 9866    4264      17
 6726    5479      39
 9340    6106       9
 3228    6823      18
 3948    9165      44
 8106    8883      47
 1672     624      23
 6799    5616      32
 9955    5607       7
 3148    3899      44
 7411    3267      24
 2889    7457      41
 8994    1665      19
 2168    5584      10
 1332    8978      37
  214    8274      36
  838    1048      42
 2805    5129      13
 4763    1387      13
 8661    6380      17
 8279     205      14
 5736    3895      26
 3752     663      14
 9336    3123       9
 4665    5161      26
 9290    1147       8
  337    5238      23
 1817    7352      12
 3203    2617      19
 5934    1483      31
 6138    9849      44
   32    5624      22
 7047     640       7
 6521    1000      11
 1681    7176      46
 2827    1035      12
 4416    1459       1
 8120    9073      37
  736    9491       3
 8570    4671       7
 8418    4864      40
  394    9688      27
 1033     246      10
 2032    4556       8
 5559    4553      28
 2945    9214       9
 4404    9516      35
 9828    3802       3
 9318    6256      22
  340    1912       7
 1556    9853      28
 1243    7579      46
 1488    8041      41
 6044    5548      23
  596    9576       6
 6162    5284      17
 5677     170      11
 5831    5824      16
 8438    9597      43
 6702    4105      10
 6554    7183       2
  485    8678       7
 8525    6918      49
  424    2542      36
 9999    6549      31
 1634    2467      29
 8156    4978      40
 3979    4595      18
 3576    7688      48
 4032    6449      36
 1214    5550      37
 6243    2558      42
 9512    4456      26
 8405    4194      50
 4954    9974      24
 3772    9054      24
 5101    7943      10
 9696    5213      15
 7383    1960      45
  183    3497      22
 2085    1735       4
 4642    2879      17
 5450    8154      10
 9643    8306      21
 5968    8881      26
 5022    9454      31
 9316    8013       4
  880    1079       5
 9192    8124      50
 9040    1447      34
  775    2450      16
    5    1019      50
 8158    5830      44
 6463    3800      43
 5343    6527      37
 1149     559       4
 5513    8363      27
 6592    1267      45
 4715     218      26
 6161    6551      17
 4963    9418       7
 5981    4370      33
 1810    3963      37
 1961    9005      44
 4840      41       9
 5398    3396       3
  112    8125       3
 7730    8521      16
 7947    9796       7
 4497     263      23
 3915    6121      33
 8284    2753      47
 8598    9389      29
 7602     534      38
 3994    4494       1
 3741    3797      40
 8217     599      39
 6737    2914       3
 2885    8172      32
 9499    8144      29
 5619     629      25
 8371    8075      41
 4111    7854      26
  996    5793      23
 5490    2045      26
 5638    6784      21
 2588    9625      12
 1854    2577      30
   25    3258      19
 8169    1886       3
 8797    1363       1
 3223    4753      21
 1076    9131      43
 3221    5753       3
 5265    6329      48
 8401    7249      39
 8025    8262      26
 6953    7492      14
 6562    9810      17
 8448    1364      41
 6162    2416      11
 7266    9086       7
 6396     478      30
 2149    2332       7
 4829    8829      27
 2077    3520      44
 6691    7495      44
 4182    4058      20
  343    8826      24
 1706    3619      35
 4121    6579      34
 9558    8336      45
   35    9667      13
 2366    8425       8
 7546     404       8
 1065    7647      38
 4912    9642      15
 5321    9661       7
 4147    2984      38
 7765    9220      30
 4343    3904      37
 9030    4748       7
 5048    9210      14
 3473    6420      50
 3876    5777      17
 1522    6315      14
 1163    5281      31
 7175     937      42
 6510    7126      12
 5729    3657      10
 9632    1893      26
  732    4249      19
 6293    2514      50
 2712    7165      48
 4841    4181      20
 7507    5094      45
 9139    9776      18
 6427    3017      30
 3552    7931       6
 7208    6990      17
 5452    6518      45
 9700    4036      29
 8565    3287      12
 5729    1234       4
 6261    9005      18
 7706     651       8
 7482    3818      16
 6850    4499       4
 4780    8706      32
 8122    9422      33
 4639    2219      42
 5026    4647      43
 8312     510      44
 5898    6313       8
 1254    1180      38
 1905    7239      48
 2074     804       3
 6573    9859      36
 5278    5340      36
 4700     724      15
 3270    3315      38
 4268    7709      26
 4777    1802       3
 1089     811      17
 8621    1900      16
 5859    2897      19
 3015    7952      25
 9225     487      49
 4565    6224      23
 5288     389      50
 4955    5378       1
 2663    5006      20
  817    9658      39
 1627    5326      15
 3527    6891       6
 2775    6062      26
 7078    7136      36
 3917    6636       2
  140    9060      27
 6880     410      41
 2258    9162      30
 7263    1184      34
 3272    7472      47
 8598    4889      13
 1840    3394      41
 7901     519      17
 1389    6206      44
 4376    4908      21
 3436    2834      37
  197    1676      27
 9358    5805       6
 6893    1241      15
  717    2987      29
 5605    1901       1
 8998    2441      50
 5868    2860      39
 2073    6053      40
 3332    6323      28
 2517    6862       5
  544    7540      40
 2701    8745      36
 3941    4912      46
 6927    8340      40
 5179    1392       6
 7619    3041      12
 6830    6530      11
 2882    4271      28
 5557    3400       3
 8770    6904      34
 6309    3844       3
 1405    7331      46
 6316     176      46
 1008    6266      36
 2399    9423      14
 1792    8185      42
 8321    2295      13
 8943    8625      44
 2342    7027      28
 9245    5112      34
 9440    5714       5
 6771    3212      13
 3298    7057      19
 9563    1195      35
 8986    2258      44
 3522    4852      44
 2168    1416      35
  792    4809       7
 7818    7436      49
 2930    1971      42
 4995    1627      39
 8206    1239      28
 5263    8608      50
 2809    8644      48
 1418    9687      12
 2621    5832      49
 4036    7417      20
 5197    3673      38
 2632    5224      31
  955    9115      49
 2581    8603      30
  172    3883      24
 5131    5932      30
 3774    7631      44
 9812    8893       4
 5643    5491      21
 9411    1963      42
 3084     602      27
 8307      32      25
 3773    3632       7
 2376     161      13
 6258    1685      45
